Unnamed: 0,Tweets,ID,Length,Date,Source,Likes,Retweets,User,Sentiment,Hour,Month,Day,Month_f
0,@JioCare @reliancejio @AmbaniTina @DoT_India @TRAI @SanjayDhotreMP I'm Jio user 9101252995 facing tremendous call d… https://t.co/mlb8ZR6ZsU,1150703715273195520,140,2019-07-15 09:48:39,Twitter for Android,0,0,K_sh_y_p,1,9,7,15,JUL
1,@Sachinjaini @rajdeep_de12 @reliancejio @JioCare @iamsrk #Jio has also failed to give eSIM for which am chasing… https://t.co/zKadZkHlOS,1150703133753954304,136,2019-07-15 09:46:20,Twitter for iPhone,0,0,shriram_l,-1,9,7,15,JUL
0,Hello @airtelindia @Airtel_Presence  i need to do mobile no porting from @reliancejio @JioCare  to your airtel netw… https://t.co/nbk9oZ9jMX,1150734165358235650,140,2019-07-15 11:49:39,Twitter for Android,0,0,AdarshV35104030,0,11,7,15,JUL
1,What is wrong with your app @reliancejio And your @JioCare Should be jio don't care! Doesn't respond to any custome… https://t.co/xAJaHXeO1e,1150733701149417482,140,2019-07-15 11:47:48,Twitter for Android,0,0,namitha29,-1,11,7,15,JUL
2,"@ACTFibernet : Account number: 102017756150  SR1028842017835 , SR1028994622182, Still not resolved since 10 days. G… https://t.co/3SqHe42XcO",1150733639908356096,140,2019-07-15 11:47:34,Twitter Web App,0,0,kkundan49,0,11,7,15,JUL
3,@reliancejio after 50%usage of data your speed is reduced like 2g.,1150732343788785664,66,2019-07-15 11:42:24,Twitter for Android,0,0,overqualifi3d,0,11,7,15,JUL
4,"@JioCare @reliancejio
My Jiofiber link is down. Tried calling 
18008969999 support number but it has not been worki… https://t.co/FKuyTdSjvZ",1150731897158262784,140,2019-07-15 11:40:38,Twitter for Android,0,0,SudhirPA3,-1,11,7,15,JUL
5,@JioCare Hey @reliancejio my plan will expire on 18 July. But you again start to send message again since yesterday… https://t.co/5D3dXJCJUo,1150731450389430272,140,2019-07-15 11:38:51,Twitter for Android,0,0,Dishukanha,0,11,7,15,JUL
6,RT @reliancejio: Jio is proud to partner with @GSMA in its #ConnectedWomen initiative. Jio through its innovative products and offerings in…,1150730843431698438,140,2019-07-15 11:36:27,Twitter Web Client,0,1,Sheeba79,1,11,7,15,JUL
7,"@pknanhe @JioCare @reliancejio @VodafoneIN Despite several complain, I have not received any call from vodafone @VodafoneIN",1150730817070456832,123,2019-07-15 11:36:20,Twitter Web App,0,0,AmitKrSingh87,0,11,7,15,JUL
8,@reliancejio @GSMA Jio speed is slowing day by day,1150730814503604225,50,2019-07-15 11:36:20,Twitter for Android,1,0,ghosal_mjoy,0,11,7,15,JUL
9,"RT @pknanhe: I m Vodafone post paid customer,how can I port to Jio post paid @JioCare @reliancejio  @VodafoneIN (despite several complain t…",1150730604033429505,140,2019-07-15 11:35:30,Twitter Web App,0,1,AmitKrSingh87,0,11,7,15,JUL
10,@pknanhe @JioCare @reliancejio @VodafoneIN hey @pknanhe dont go with @JioCare @reliancejio .. as the have wrost cus… https://t.co/Ik32xVuDaa,1150730545317289985,140,2019-07-15 11:35:16,Twitter Web Client,0,0,JontyGoyal1,0,11,7,15,JUL
11,@kdcloudy @reliancejio @airtelindia I know how having a bad internet connection feels like :),1150730316077658112,93,2019-07-15 11:34:21,Twitter for Android,0,0,Naman_Sethi_YT,-1,11,7,15,JUL
12,What the hell is going on. My issue not resolved yet and you message me that issue has been resolved by your side.… https://t.co/bfgWacAkLh,1150730038888636416,139,2019-07-15 11:33:15,Twitter for Android,0,0,iamNileshDubey,0,11,7,15,JUL
13,"The network indicator is always blue 
@JioCare  @reliancejio https://t.co/eBBsYXfTzz",1150729594594402304,84,2019-07-15 11:31:29,Twitter for Android,0,0,gotyash,0,11,7,15,JUL
14,"@reliancejio , @JioCare
Jio ntwrk is too slw these days.
Frgt about video buffering, I am not able to dwnld even sm… https://t.co/HmuNuZOW0q",1150729503276068864,140,2019-07-15 11:31:07,Twitter for Android,0,0,praneet26,-1,11,7,15,JUL
15,@reliancejio Internet service is very bad .,1150728161144926208,43,2019-07-15 11:25:47,Twitter for Android,0,0,ravishmau,-1,11,7,15,JUL
16,RT @jrajmehta: Commercial @reliancejio  tower installation is under process in residential area. All neighbours is against this tower. Plz…,1150727537204482050,139,2019-07-15 11:23:19,Twitter for Android,0,2,sss281011,0,11,7,15,JUL
17,RT @titanmukherjee: I have not used much data since morning but got message that my 2 GB data is exhausted. What is this? Attaching screens…,1150726626210017281,140,2019-07-15 11:19:41,Twitter for Android,0,2,_SatishPradhan,-1,11,7,15,JUL
18,"#Jio partners #GSMA to empower women for digital adoption and literacy
@reliancejio @GSMA
 https://t.co/s6jaf0ipeP",1150726114609782786,114,2019-07-15 11:17:39,Twitter Web Client,0,0,MyMobileMag,0,11,7,15,JUL
19,@JioSaavn @reliancejio @MumbaiFilmFest Jio music,1150725944245551105,48,2019-07-15 11:16:59,Twitter Web App,0,0,ChavanVallabh,0,11,7,15,JUL
20,"RT @AyushKumarSinha: Tired of @airtelindia call dropping and pathetic internet, even after repeated complaints since June, no improvement p…",1150725479965454336,140,2019-07-15 11:15:08,Twitter Web App,0,2,maurya_abhineet,-1,11,7,15,JUL
21,Actually this is jio networks @reliancejio facing problem which never solved really disgusting https://t.co/6IwijnqQDL,1150725368824733698,118,2019-07-15 11:14:42,Twitter for Android,0,0,nikhilgargm,-1,11,7,15,JUL
22,@suyashs78 @VodafoneIN @TRAI I am telling you since a year now. Port to @reliancejio,1150725042243641345,84,2019-07-15 11:13:24,Twitter for iPhone,0,0,ShrenikKotak,0,11,7,15,JUL
23,@JioCare @reliancejio Can you please update on who validated these tickets. (SR00000XJKL9 &amp; SR00000XRXIH).This has… https://t.co/Znusv0y0vj,1150724785694838784,143,2019-07-15 11:12:22,Twitter Web App,0,0,iamsabareesan,0,11,7,15,JUL
24,"@shaileshb_yadav @JioCare @reliancejio This used to happen to me a lot. You just have to restart the phone.
It’s annoying!",1150724773233614848,122,2019-07-15 11:12:20,Twitter for iPhone,1,0,StrangerSinghs,-1,11,7,15,JUL
25,@chandra_sayz @JioCare @reliancejio In Tamil Nadu (Pollachi)also #JIO same problem . #JIO care customer service not… https://t.co/odzbbLw7Ov,1150724270542086145,140,2019-07-15 11:10:20,Twitter Web Client,0,0,vishnu_pgv,0,11,7,15,JUL
26,"@JioCare @reliancejio
Whenever I Play PubgMobile, my ping gating high . nearly 180 ms.. can Jio Team solve my probl… https://t.co/tjfFBatazy",1150724191080992770,140,2019-07-15 11:10:01,Twitter for Android,0,0,SilentHeart143,1,11,7,15,JUL
27,"I have been using Reliance Jio since long time. It had delivered net at high speed. But, I have been facing net spe… https://t.co/tGjnhi6y5J",1150723869122031617,140,2019-07-15 11:08:44,Twitter for Android,0,0,ajansu2,1,11,7,15,JUL
28,@reliancejio @JioCare @jio_gigafiber  my reliance giga fiber is not working since last 5 days I have also sent a DM… https://t.co/wQn0wVqYCr,1150722779773206529,140,2019-07-15 11:04:24,Twitter for Android,0,0,naresahuja,0,11,7,15,JUL
29,The @reliancejio is gettin too many problems with their services. @JioCare behaving like irresponsible and it's bee… https://t.co/Wp07AKQ7ov,1150722237760180224,140,2019-07-15 11:02:15,Twitter Web App,0,0,nithinraj007,1,11,7,15,JUL
30,@arupjyotisaikia @reliancejio @JioCare Undercapacity now. Choking at various places. Problem not limited to Jio. Al… https://t.co/z91QQ2rdWW,1150721263855235072,140,2019-07-15 10:58:23,Twitter for Android,0,0,anotherdeep,1,10,7,15,JUL
31,@reliancejio not at all able to speak to anyone. Worst network in BTM 2ND STAGE. Internet connectivity is very slow… https://t.co/97xhf4L1Lq,1150721145122902017,140,2019-07-15 10:57:55,Twitter for Android,0,0,iamgkushh,-1,10,7,15,JUL
32,@reliancejio @DoT_India @rsprasad @OfficeOfRSP Facing Jio network issue since 70 days. I was told by customer care… https://t.co/gpgG5kLk4q,1150721000465502210,139,2019-07-15 10:57:20,Twitter for Android,0,0,Boora_4_Cause,0,10,7,15,JUL
33,Worst service from Jio. From last one week just calling them for alternate number change and there is no change in… https://t.co/NF87iqFiXR,1150720841300078597,139,2019-07-15 10:56:42,Twitter Web Client,0,0,abhimehta2096,-1,10,7,15,JUL
34,Past 15 Days in my #JIO Network Having Problem Till 20 Times me call JIO Customer and Compline But Til This Sec No… https://t.co/6xp9oMYRCm,1150720679311884288,139,2019-07-15 10:56:03,Twitter Web Client,0,0,vishnu_pgv,-1,10,7,15,JUL
35,@RD_justRD @reliancejio @JioCare Wait for the 5G,1150720329012039680,48,2019-07-15 10:54:40,Twitter for Android,0,0,biplab_dey,0,10,7,15,JUL
36,"@reliancejio can u tell me when would my cousin family problem be solved as I have DM U there problem,do I need to… https://t.co/9eaSAfsX1g",1150719136663654400,139,2019-07-15 10:49:56,Twitter Web App,0,0,Anthony29503694,0,10,7,15,JUL
37,"@reliancejio furthers its commitment to reduce gender gap in Digital adoption, partners with @GSMA connected women… https://t.co/EjJIly9d6t",1150719097518247937,139,2019-07-15 10:49:46,Twitter for iPhone,0,0,rohitdubey,0,10,7,15,JUL
38,"even my 2g is better working then jio 4g
#badnetwork#badjio#network not working
@JioCare 
@reliancejio https://t.co/5b5Kf1hfAC",1150718936687624193,126,2019-07-15 10:49:08,Twitter for Android,0,0,faizhasanfz,1,10,7,15,JUL
39,⁦@JioCare⁩ ⁦@reliancejio⁩ again it’s happened just few seconds ago I totally irritated by your service https://t.co/HdwO2nieiW,1150718635968610306,126,2019-07-15 10:47:56,Twitter for iPhone,1,0,shaileshb_yadav,-1,10,7,15,JUL
40,@reliancejio @JioCare. Daily Unused data can give to customer can used before plan expires like @Airtel_Presence,1150718278840406016,112,2019-07-15 10:46:31,Twitter for Android,0,0,Divatmd26,0,10,7,15,JUL
41,@reliancejio I've been requesting u to help me to avail benifit of ₹50vouchers available with me more then 60 each… https://t.co/3GiNj836hS,1150718149911650304,139,2019-07-15 10:46:00,Twitter for Android,0,0,HarbeersinghM,1,10,7,15,JUL
42,@reliancejio @JioCare @reliancejio never addressed my query and replied in DM tht v had a conversation but u guys h… https://t.co/UlUf9dxJnH,1150717707165155329,140,2019-07-15 10:44:15,Twitter for Android,0,0,ShaiqFayaz,0,10,7,15,JUL
43,Ok so here it is again ...!! Almost 18 devices are online on single @JioGigaFiber_ @JioCare @reliancejio network st… https://t.co/uq1xR2Gi7g,1150717120608649217,140,2019-07-15 10:41:55,Twitter for iPhone,0,0,kingarpit,1,10,7,15,JUL
44,@JioCare @reliancejio  is that you treat a customer concern but not connecting with customers almost a month..have… https://t.co/iU2d7CVzwD,1150716657259536384,139,2019-07-15 10:40:05,Twitter for Android,0,0,Rj_ronak_jain,0,10,7,15,JUL
45,@deshbhakt_me @reliancejio @drmdhnecr @spgrpallahabad @RailMinIndia @ECRlyHJP @PiyushGoyal @PiyushGoyalOffc… https://t.co/mdkIQAxPmy,1150716068647690240,132,2019-07-15 10:37:44,Twitter Web Client,0,0,upgrp,0,10,7,15,JUL
46,"Dear @idea,we people in my location using Internet through airtel,jio Hotspot, although we're subscribers of idea w… https://t.co/4fy56B2k1q",1150715757119979520,140,2019-07-15 10:36:30,Twitter for Android,0,0,Mallesh301,0,10,7,15,JUL
47,RT @sakhth__launda: I can't make it as jio tune please help me @reliancejio @JioCare @JioSaavn @JioNews @jio_money @jio https://t.co/BpgCw6…,1150715698957545472,140,2019-07-15 10:36:16,Twitter for Android,0,1,Naimkhan77,0,10,7,15,JUL
48,@Airtel_Presence @airtelindia I'm standing outside airtel store. Port from @reliancejio to @Airtel_Presence prepaid… https://t.co/mlm8ranA67,1150714355052232704,140,2019-07-15 10:30:56,Twitter for Android,0,0,agrawalashish19,0,10,7,15,JUL
49,"@reliancejio @JioCare @jio if prepaid to postpaid conversion can be done only in ""select"" jio stores, than why do y… https://t.co/Kt3iz9aV6v",1150713916403531776,140,2019-07-15 10:29:11,Twitter for Android,0,0,sumishmulki,0,10,7,15,JUL
50,". @reliancejio @JioCare @JioSaavn

Why aren't you enabling the jio tune for the latest songs? When will you do that… https://t.co/ZOkdNnGFVj",1150713444686897152,140,2019-07-15 10:27:19,Twitter for Android,0,0,MyNameIsSPaul,1,10,7,15,JUL
51,@reliancejio how much speed is enough to watch movie on JioCinema online?,1150712670070308864,73,2019-07-15 10:24:14,Twitter for Android,0,0,_imdrj,1,10,7,15,JUL
52,Oh God is there any way to talk to @reliancejio @JioCare customer care executive. There provided help line numbers… https://t.co/Xv6cPpLugt,1150712518353903618,139,2019-07-15 10:23:38,Twitter for Android,2,0,Satyana27986549,0,10,7,15,JUL
53,Jio network is bad network in PURI town. Call drop problem . @reliancejio,1150712475425202176,73,2019-07-15 10:23:28,Twitter for Android,0,0,sashikantapapu,-1,10,7,15,JUL
54,@shefaaaliD @reliancejio Make ✌️,1150710528563527680,32,2019-07-15 10:15:43,Twitter for Android,0,0,iBasu07,0,10,7,15,JUL
55,@reliancejio @JioCare please check from last 3-4 days net speed of Jio is very low. Not even able to load my Instagram account. Please check,1150709946842931200,140,2019-07-15 10:13:25,Twitter for Android,0,0,ramanbang19,1,10,7,15,JUL
56,"@reliancejio Hey guys, What’s the problem with Jio in the 841301 PINCODE? Since Last Wednesday I am facing issues r… https://t.co/evblx4RygS",1150709867247652864,140,2019-07-15 10:13:06,Twitter for iPhone,0,0,pragmatic_banda,0,10,7,15,JUL
57,@VodafoneIN Cheaterfone = @VodafoneIN. This is the new way to earn money by looting people and not giving them prop… https://t.co/KJzpUZVsmc,1150709457514586112,140,2019-07-15 10:11:28,Twitter for Android,0,0,Danish93124719,1,10,7,15,JUL
58,@reliancejio @JioCare  There is a huge network problem from last 2 weeks in chandivali powai area and because of th… https://t.co/A2TVfhsCpk,1150708739185397766,140,2019-07-15 10:08:37,Twitter for iPhone,0,0,vashisth4u_it,1,10,7,15,JUL
59,"@JioCare @reliancejio Dear Jio, I am following with you from last 6 months on network issue at my resident and no r… https://t.co/Q9tKn3hW5Q",1150708727198076928,140,2019-07-15 10:08:34,Twitter for iPhone,0,0,anupamsaraswat,0,10,7,15,JUL
60,"@reliancejio network problem, very  bad service, near behala,west bengal.",1150708493302714368,73,2019-07-15 10:07:38,Twitter for Android,0,0,PritamJ44214632,-1,10,7,15,JUL
61,"I m Vodafone post paid customer,how can I port to Jio post paid @JioCare @reliancejio  @VodafoneIN (despite several… https://t.co/OCTgamT6fP",1150708289576898560,140,2019-07-15 10:06:50,Twitter for iPhone,3,1,pknanhe,0,10,7,15,JUL
62,@DoT_India @VodafoneIN @TRAI @consumerforum_ @jagograhakjago @VodafoneUK @Airtel_Presence @TelecomTalk @CBCNews… https://t.co/Jr3QdoYQ9D,1150708242940436481,136,2019-07-15 10:06:38,Twitter for Android,0,0,FS07Official,0,10,7,15,JUL
63,"@reliancejio @JioCare Requested for Jio Fibre/ in my area multiple times, no one contacted from the officials, also… https://t.co/T5xWDF3V5u",1150708094319525894,140,2019-07-15 10:06:03,Twitter Web Client,0,0,ChiragMehrotraa,0,10,7,15,JUL
64,"@Airtel_Presence @airtelindia @airtelnews seems your unlimited calls is not applicable for any landline phone, wher… https://t.co/qel87JsmRS",1150707943735566336,140,2019-07-15 10:05:27,Twitter for iPhone,0,0,Chakrikc,0,10,7,15,JUL
65,"My calling and voice is not working 
Data working Fine!! @reliancejio @JioCare",1150707778215804928,78,2019-07-15 10:04:48,Twitter for iPhone,2,0,imadityadhiman,1,10,7,15,JUL
66,"Hi guys , don't recharge your phone through @reliancejio app , it's a scam , totally",1150706194144616449,84,2019-07-15 09:58:30,Twitter for iPhone,1,0,faninr10,0,9,7,15,JUL
0,@Airtel_Presence But i have one problem that i recharged my @reliancejio today by mistake. So what should i do now.… https://t.co/ZiO94d6gSI,1150735517291466753,140,2019-07-15 11:55:01,Twitter for Android,0,0,AdarshV35104030,0,11,7,15,JUL
1,"@reliancejio @JioCare
Since last 10 days I called from jio to other network ,call disconnect after 4 rings.
Ye tech… https://t.co/J7bzVRvScF",1150735319982960645,140,2019-07-15 11:54:14,Twitter for Android,0,0,ajitchauhan26,-1,11,7,15,JUL
0,@JioCare @reliancejio Thoroughly disappointed. Waiting for my Jio Fibre refund since over a week. NO0000B05NR5. Wha… https://t.co/luoYZbtHyu,1150735722392850433,140,2019-07-15 11:55:50,Twitter for iPhone,0,0,VeniK8,-1,11,7,15,JUL
1,@reliancejio @JioCare I want to port my number to your operator from fraudster @Airtel_Presence kindly tell me the… https://t.co/OIrFYz6cfM,1150735637026263041,139,2019-07-15 11:55:30,Twitter Web App,0,0,Ranjan_313,1,11,7,15,JUL
0,"@TRAI @reliancejio @JioCare 

Hi my mobile no is 7005818150 ,I am facing the problem of incoming and outgoing ,SMS… https://t.co/VqLK56RoOJ",1150736191320252421,139,2019-07-15 11:57:42,Twitter Web App,0,0,ARINDAM_GHATAK,0,11,7,15,JUL
1,@Airtel_Presence But i have one problem that i recharged my @reliancejio by mistake so what should i do now will yo… https://t.co/MzsaO070mC,1150736054149763072,140,2019-07-15 11:57:09,Twitter for Android,0,0,AdarshV35104030,0,11,7,15,JUL
0,@vikasyadav744 @VodafoneIN @Idea @reliancejio @Airtel @BSNLCorporate That's a tough question😂 You can see my previo… https://t.co/D2CB0vAx9D,1150855904851451904,140,2019-07-15 19:53:24,Twitter for Android,0,0,Saurabh3307,-1,19,7,15,JUL
1,calls made from @reliancejio to other network getting disconnected automatically after 2/3 rings. raised the compla… https://t.co/C3U5cHtwoc,1150854068132184064,140,2019-07-15 19:46:06,Twitter for Android,0,0,BreakingViews4u,-1,19,7,15,JUL
2,"@JioCare @reliancejio Does anyone respond to this? 
I have been sending DM with issues, but no response!!",1150853581810962432,105,2019-07-15 19:44:10,Twitter for Android,0,0,abhishekkhn66,0,19,7,15,JUL
3,"#Airtel @airtelindia   don't want it's customers to use their services , I'm happy to leave.. thank you for discont… https://t.co/tAz0xhLaUV",1150853217019764736,140,2019-07-15 19:42:43,Twitter for Android,0,0,gangstakki,1,19,7,15,JUL
4,"RT @GSMAm4d: The GSMA welcomes @reliancejio as the latest #ConnectedWomen Commitment Partner, aiming to close the #gendergap in mobile inte…",1150852973318348800,140,2019-07-15 19:41:45,Twitter for iPhone,0,3,ClaireScharwatt,1,19,7,15,JUL
5,RT @rohit_ranraj: @motorolaindia @reliancejio @reliancejio I was using Moto 1power but 2day some1 stolen on d journey of Bus(Near Madiwala…,1150850047128375297,139,2019-07-15 19:30:07,Twitter for Android,0,1,kumarabnit,1,19,7,15,JUL
6,Was facing a very poor internet speed with @reliancejio at my place and despite the complaint @JioCare were not of… https://t.co/HnF4ytMGEF,1150849810531885056,139,2019-07-15 19:29:11,Twitter for Android,0,0,WhiteCoat_no_48,-1,19,7,15,JUL
7,How many days they will take to resolution i am not expecting like this Evey day service is going bad to wrost… https://t.co/YCIfXWwSlZ,1150848666619404288,135,2019-07-15 19:24:38,Twitter for Android,0,0,Moiz62212022,-1,19,7,15,JUL
8,Please make this available for jiotune...🙏 Starting Duration 0:51 #karuvinil #kgftamil @JioMusicHD @reliancejio… https://t.co/4uZS8MufAS,1150847759643078656,136,2019-07-15 19:21:02,Twitter for Android,0,0,VJ_Karthik_,1,19,7,15,JUL
9,"@reliancejio You ass****s, return my money! It’s been 15 days since the ticket has been opened and no one has atten… https://t.co/fhj45qc9Mu",1150846159373705216,140,2019-07-15 19:14:40,Twitter for iPhone,0,0,jigar7,0,19,7,15,JUL
10,@reliancejio what type of service you are providing when i call to the executive they said me that i dont solve you… https://t.co/Jbe9JzqM0K,1150845852144918528,140,2019-07-15 19:13:27,Twitter for Android,0,0,Tanweer65791983,0,19,7,15,JUL
11,Seriously got irritated from continuous buffering n net speed issues.... Hats off to jio india... No action taken e… https://t.co/l659H1fs1h,1150844861517426688,140,2019-07-15 19:09:31,Twitter for Android,0,0,divyansharya206,-1,19,7,15,JUL
12,"Amazing speed from 4G LTE. Great @reliancejio @JioCare wheenever I complaint to Jio customer care, they tell that n… https://t.co/qaeZ6x7xjS",1150844781594988544,140,2019-07-15 19:09:12,Twitter for Android,0,0,dineshsilicon,1,19,7,15,JUL
13,@VodafoneIN you guys sucks man the world's slowest network don't fool us Voda switching to @reliancejio,1150843547249078272,103,2019-07-15 19:04:17,Twitter for Android,0,0,aali_im,-1,19,7,15,JUL
14,"RT @kamleshsutar: So,if u cal @VodafoneIN wd a complnt ,thy gve u a rply of resolvng it in 48 hrs.If ur complnt is nt resolvd &amp; u cal aftr…",1150842879578763267,143,2019-07-15 19:01:38,Twitter for iPhone,0,2,pankajcreates,0,19,7,15,JUL
16,@MTNLOfficial Day 18 and speed continues to be ridiculously slow...used modem installed in replacement of faulty mo… https://t.co/OcLWBD4c93,1150841611628081154,140,2019-07-15 18:56:36,Twitter for Android,0,0,chinmehta,-1,18,7,15,JUL
17,"So,if u cal @VodafoneIN wd a complnt ,thy gve u a rply of resolvng it in 48 hrs.If ur complnt is nt resolvd &amp; u cal… https://t.co/F8WpHV6Khi",1150841239249420288,144,2019-07-15 18:55:07,Twitter for Android,2,2,kamleshsutar,0,18,7,15,JUL
18,Hope @JioCare  @reliancejio  will reply soon And resolve these problems of our area,1150841202083655682,83,2019-07-15 18:54:58,Twitter Web Client,0,0,I_Am_deepak1,0,18,7,15,JUL
19,"We invented @Dermist4 for your #psoriasis by over coming LIMITATIONS of Topical Treatments
@Dermist4 is cosmeticall… https://t.co/ellpXwAn4G",1150841101483274246,140,2019-07-15 18:54:34,Twitter Web App,0,0,Dermist4,0,18,7,15,JUL
20,"@reliancejio @JioCare  there is a tower In Mr.Sundaray plot, Ambhabili odisha location is
20.047862, 85.507964  but… https://t.co/hpRSzkgTZB",1150840541552078848,140,2019-07-15 18:52:21,Twitter Web Client,0,0,I_Am_deepak1,0,18,7,15,JUL
21,"@reliancejio @JioCare i am neither able to text nor able to make calls , somehow without ringing the call is ending… https://t.co/4X8kbEnIWW",1150839921650720768,140,2019-07-15 18:49:53,Twitter for Android,0,0,cupieca,1,18,7,15,JUL
22,Now have a look on your speed @JioCare @reliancejio is there need to say Anything else. Trying to watch my favorite… https://t.co/Ioyt3EWD5i,1150839120341557248,140,2019-07-15 18:46:42,Twitter for Android,0,0,dhar111,1,18,7,15,JUL
23,@JioCare I had DM you...but no reply from your end @JioCare @reliancejio,1150838763808911361,72,2019-07-15 18:45:17,Twitter for Android,0,0,SKN_karthikeyan,0,18,7,15,JUL
24,"@VodafoneIN suggest me a location , where you have your best net speed😠
Kanpur city me chla nhi
Purvanchal me chlta… https://t.co/7mCEchAdR1",1150837671301771264,140,2019-07-15 18:40:57,Twitter for Android,0,0,AshiqueDiljala,1,18,7,15,JUL
25,"@reliancejio and @idea_cares both the networks providers just like a shit, and @TRAI are sleeping somewhere",1150837617539182593,107,2019-07-15 18:40:44,Twitter for Android,0,0,chauhan11bhupi,-1,18,7,15,JUL
26,"@JioCare @reliancejio what a bad service you are providing. Complaining from last 17 months,still no improvement of… https://t.co/xMF3fQUXSY",1150837614414450688,140,2019-07-15 18:40:43,Twitter Web App,0,0,RejaSayed,-1,18,7,15,JUL
27,"@JioCare @reliancejio 
India's Biggest Bad Network......And Bad Service @reliancejio https://t.co/UyhOTH1QfU",1150837397380165632,108,2019-07-15 18:39:51,Twitter for Android,0,0,GANESHGUNJALL,-1,18,7,15,JUL
28,@reliancejio This is the speed of digital India.I am downloading Instagram from google play store.I think 2G days w… https://t.co/jBCzp7rK1h,1150836815932190724,140,2019-07-15 18:37:33,Twitter for Android,0,0,ronniee47,0,18,7,15,JUL
29,@____Avinash____ @Airtel_Presence @reliancejio @VodafoneIN @airtelindia And we both be like 😂😂😂 https://t.co/M6rsKmDCwg,1150835750679695360,119,2019-07-15 18:33:19,Twitter for Android,0,0,nicksdmehta,0,18,7,15,JUL
30,@nicksdmehta @Airtel_Presence @reliancejio @VodafoneIN @airtelindia Jio be like ... https://t.co/1zVVhmu75R,1150835430914310144,107,2019-07-15 18:32:02,Twitter for Android,1,0,____Avinash____,0,18,7,15,JUL
31,@____Avinash____ @Airtel_Presence @reliancejio @VodafoneIN Now @Airtel_Presence @airtelindia be like 😂😂😂 https://t.co/QWuA1RasTu,1150835107957075970,128,2019-07-15 18:30:45,Twitter for Android,0,0,nicksdmehta,0,18,7,15,JUL
32,@JioCare @reliancejio @Airtel_Presence @airtelindia  thanks a lot JIO .... No one (except Jio) give that much speed… https://t.co/0oG32uHXzl,1150834884383928320,140,2019-07-15 18:29:52,Twitter for Android,0,0,pinkan_mishra,1,18,7,15,JUL
33,"@JioCare @reliancejio 
Sorry but very poor service https://t.co/nRbttQ9Nbs",1150834731598041088,74,2019-07-15 18:29:16,Twitter for Android,0,0,pramod_prr,-1,18,7,15,JUL
34,@AyushKumarSinha @airtelindia @reliancejio No one can improve working of Shameless AIRTEL. I am sufferer for 3 Year… https://t.co/qOn3hF55Zl,1150834702871191552,140,2019-07-15 18:29:09,Twitter for iPhone,0,0,ashooke123,0,18,7,15,JUL
35,@motorolaindia @reliancejio @reliancejio I was using Moto 1power but 2day some1 stolen on d journey of Bus(Near Mad… https://t.co/ipFKeHnuWY,1150834332048621568,140,2019-07-15 18:27:40,Twitter Web Client,1,1,rohit_ranraj,-1,18,7,15,JUL
36,jio 4g speed in our area. good work jio. @reliancejio @JioCare my fav youtubers lets bring some change. help us.… https://t.co/SRhweKGlF1,1150834188607614976,137,2019-07-15 18:27:06,Twitter for Android,0,0,mimoroy_1,1,18,7,15,JUL
37,"Hi Team, my number just got ported in, In jio I have done the televerification, what all benefits I will be getting… https://t.co/zEAUsJc8yN",1150833794984792064,140,2019-07-15 18:25:32,Twitter for Android,0,0,rogbs,0,18,7,15,JUL
38,"@reliancejio 
@JioCare @airtelindia
This has now became a trend on Jio
Not a days problem but its happening on a da… https://t.co/jrhhaY8WEf",1150833779717468167,140,2019-07-15 18:25:29,Twitter for Android,0,0,OPTmuS_ishan,0,18,7,15,JUL
39,@reliancejio @GSMA Sorry to inform you ..Worst experience with network in my area. .. Ahmedabad . https://t.co/i5gN0L7A5A,1150833739196297216,121,2019-07-15 18:25:19,Twitter Web App,0,0,musicismazik,-1,18,7,15,JUL
40,@Navy17027804 @reliancejio @JioCare  same problem at my area ... complaining from last 1 year but no response from… https://t.co/gRCuExS2W2,1150833673467383808,139,2019-07-15 18:25:03,Twitter for Android,0,0,AhmadJasarath,0,18,7,15,JUL
41,@JioCare this is your so called 4g speed that you providing in our area ... how many time i have to post speed test… https://t.co/CZj1RLZ9iQ,1150833253508476929,140,2019-07-15 18:23:23,Twitter for Android,0,0,AhmadJasarath,1,18,7,15,JUL
42,@PMOIndia @narendramodi @narendramodi_in @AmitShahOffice @AmitShah @reliancejio @JioCare @AmarUjalaNews… https://t.co/u9z1Povn5Q,1150833238232821761,128,2019-07-15 18:23:20,Twitter Web App,0,0,imkd25,0,18,7,15,JUL
43,@JioCare  @reliancejio you have to arrange alternative of electricity  power supply  like DG or generator,1150833184008859648,105,2019-07-15 18:23:07,Twitter Web Client,0,0,I_Am_deepak1,0,18,7,15,JUL
44,@reliancejio @reliancejio what a worst services provided by you in my location,1150832822887673857,78,2019-07-15 18:21:41,Twitter for Android,0,0,PankajM08387705,-1,18,7,15,JUL
45,"Hello @JioCare @reliancejio I want your Help to Find Out Whether My Jio  No Active Or not  status .. 
Please Reply Asap..@Pmvaishnav1996",1150832227187449856,136,2019-07-15 18:19:19,Twitter for Android,0,0,Pmvaishnav1996,1,18,7,15,JUL
46,"@JioCare @reliancejio 
Dear sir, Now you are ignoring me!!",1150832031204438017,58,2019-07-15 18:18:32,Twitter Web App,0,0,AshishJ99570092,0,18,7,15,JUL
